date,product_name,currency,price
20150924,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,BZ,226.07
20141025,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,LU,730.3
20151004,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,YE,979.28
20130823,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,CK,750.17
20190220,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,KN,935.18
20160210,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,DJ,5.06
20131031,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,LI,41.37
20131226,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,TF,306.38
20140616,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,TV,385.33
20130922,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,DM,819.25
20150630,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,KI,748.62
20170426,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,YE,163.43
20141214,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,SD,399.94
20180629,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,AD,150.16
20150908,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,IN,381.47
20171025,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,SZ,560.22
20190909,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,CI,282.46
20150421,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,BF,595.21
20130918,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,CD,559.24
20131229,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,PK,570.74
20181214,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,PG,74.29
20140313,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,BG,415.75
20180727,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,MH,930.68
20150726,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,HN,259.16
20150714,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,SO,635.1
20160426,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,MM,903.25
20180416,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,CS,186.47
20181108,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,MT,554.57
20190914,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,CZ,811.02
20160724,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,YT,857.58
20170325,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,CY,588.71
20171025,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,VE,826.6
20190507,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,ES,794.77
20181126,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,CA,226.07
20190715,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,GS,757.44
20140517,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,GD,772.57
20160225,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,BW,782.58
20180226,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,WF,875.28
20150531,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,LI,99.58
20161110,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,DJ,638.48
20170926,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,LV,343.08
20180726,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,VC,575.57
20190607,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,TC,672.09
20150530,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,SI,177.98
20170821,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,VE,95.44
20160911,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,SO,899.34
20181129,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,CX,874.58
20131119,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,FM,142.22
20190130,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,AD,431.05
20171124,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,LC,555.89
20170126,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,TT,211.17
20180220,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,KY,799.22
20191212,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,LY,371.38
20161209,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,PY,82.62
20190606,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,TT,107.62
20150502,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,TV,515.96
20180505,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,BJ,259.91
20190111,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,MR,965.62
20180424,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,SE,175.06
20190821,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,IN,888.72
20180122,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,JP,448.99
20171227,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,ID,728.16
20160504,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,PE,874.69
20140704,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,VI,875.83
20190222,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,GR,574.08
20191023,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,MO,35.88
20150828,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,PY,939.27
20181126,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,UZ,302.08
20130819,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,ET,999.31
20170819,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,US,861.6
20180621,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,ES,44.45
20190715,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,KG,637.07
20160801,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,VG,849.71
20170605,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,MW,756.35
20130328,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,ER,508.04
20150102,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,TC,309.99
20160307,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,AU,776.63
20170311,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,HU,60.93
20130207,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,BB,721.68
20160708,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,MW,743.51
20151214,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,PA,350.67
20160627,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,MW,422.82
20180520,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,VE,642.53
20161228,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,MM,205.04
20170117,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,AD,819.99
20191119,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,CD,658.41
20181124,DIORSNOW WHITE REVEAL PURE TRANSPARENCY MAKEUP SPF 30 010 Ivory,KY,819.25
20180716,Vitamin D,LU,421.84
20170729,Vitamin D,GW,889.39
20150804,Vitamin D,CK,830.79
20150723,Vitamin D,TZ,949.57
20150120,Vitamin D,RE,899.83
20180414,Vitamin D,DJ,975.64
20130325,Vitamin D,PE,110.69
20140803,Vitamin D,KM,853.01
20180709,Vitamin D,KM,228.82
20191023,Vitamin D,DO,929.32
20140807,Vitamin D,SM,304.65
20140421,Vitamin D,VU,805.75
20190312,Vitamin D,SN,628.98
20180404,Vitamin D,AT,883.49
20190218,Vitamin D,LS,740.59
20170917,Vitamin D,BA,816.1
20180719,Vitamin D,CV,71.05
20161103,Vitamin D,SD,56.37
20170607,Vitamin D,CR,991.15
20170112,Vitamin D,FO,678.9
20141016,Vitamin D,SO,876.08
20131013,Vitamin D,NF,549.35
20180403,Vitamin D,GU,546.52
20160530,Vitamin D,GY,603.35
20180806,Vitamin D,HU,241.79
20190209,Vitamin D,BM,799.1
20180801,Vitamin D,TD,747.19
20180730,Vitamin D,RW,767.42
20150418,Vitamin D,NF,92.78
20141001,Vitamin D,ZA,504.91
20150907,Vitamin D,SV,116.51
20130617,Vitamin D,IO,8.09
20130929,Vitamin D,CI,755.86
20130607,Vitamin D,EG,763.23
20180606,Vitamin D,AQ,819.66
20190423,Vitamin D,PL,726.83
20190301,Vitamin D,SL,411.02
20170709,Vitamin D,KM,475.22
20160922,Vitamin D,LS,391.59
20130603,Vitamin D,BJ,583.51
20130922,Vitamin D,SR,850.46
20180712,Vitamin D,BO,998.47
20140207,Vitamin D,FI,974.29
20180211,Vitamin D,AU,110.92
20131029,Vitamin D,CI,652.6
20170211,Vitamin D,AT,682.18
20170102,Vitamin D,BB,903.23
20130713,Vitamin D,ML,72.76
20191013,Vitamin D,AX,936.3
20130814,Vitamin D,JO,721.77
20130314,Vitamin D,IL,156.92
20180215,Vitamin D,SN,822.84
20180615,Vitamin D,BM,856.03
20150727,Vitamin D,NC,652.06
20170107,Vitamin D,LC,277.5
20181218,Vitamin D,GB,303.65
20160121,Vitamin D,TR,191.49
20160128,Vitamin D,EE,426.81
20160929,Vitamin D,KW,374.26
20170430,Vitamin D,DK,842.08
20151224,Vitamin D,AE,413.73
20140215,Vitamin D,TR,603.82
20160219,Vitamin D,PF,116.36
20160125,Vitamin D,TT,849.96
20130114,Vitamin D,PW,431.95
20151013,Vitamin D,GY,746.77
20160208,Vitamin D,MY,41.98
20150504,Vitamin D,AS,774.78
20131025,Vitamin D,FJ,792.96
20161115,Vitamin D,BZ,825.1
20180305,Vitamin D,GH,112.16
20160924,Vitamin D,SB,302.17
20140228,Vitamin D,SC,317.03
20160509,Vitamin D,BA,762.7
20180305,Vitamin D,TF,999.39
20180222,Vitamin D,BZ,528.7
20140822,Vitamin D,TF,440.34
20130423,Vitamin D,BG,340.88
20190922,Vitamin D,PA,557.87
20140330,Vitamin D,MA,144.02
20171207,DOCETAXEL,LK,91.85
20191227,DOCETAXEL,MN,87.63
20131213,DOCETAXEL,VG,14.92
20131106,DOCETAXEL,DM,998.7
20160330,DOCETAXEL,LK,583.18
20170707,DOCETAXEL,AW,985.6
20140802,DOCETAXEL,UG,339.77
20180331,DOCETAXEL,ES,895.85
20160815,DOCETAXEL,PR,640.86
20140911,DOCETAXEL,VC,385.27
20131004,DOCETAXEL,LI,290.97
20160106,DOCETAXEL,SN,794.81
20130930,DOCETAXEL,IO,578.67
20140507,DOCETAXEL,TL,360.82
20140906,DOCETAXEL,BF,507.5
20190910,DOCETAXEL,VA,117.37
20190303,DOCETAXEL,ER,444.33
20150225,DOCETAXEL,IO,253.29
20170513,DOCETAXEL,SM,646.52
20170602,DOCETAXEL,MP,498.06
20160224,DOCETAXEL,ET,295.49
20170817,DOCETAXEL,AX,643.62
20170523,DOCETAXEL,CO,46.46
20141219,DOCETAXEL,CF,695.71
20150928,DOCETAXEL,PA,345.93
20170429,DOCETAXEL,TV,882.18
20190412,DOCETAXEL,KW,157.62
20170829,DOCETAXEL,IL,340.8
20170716,DOCETAXEL,ET,248.63
20180216,DOCETAXEL,TG,858.98
20160919,DOCETAXEL,PY,836.09
20160220,DOCETAXEL,WF,535.49
20150417,DOCETAXEL,BA,185.34
20180217,DOCETAXEL,RO,836.37
20170304,DOCETAXEL,PG,530.85
20191210,DOCETAXEL,CL,245.86
20170526,DOCETAXEL,LI,543.47
20170618,DOCETAXEL,MA,247.56
20140804,DOCETAXEL,GY,837.34
20190126,DOCETAXEL,SH,279.26
20181113,DOCETAXEL,GP,746.09
20160705,DOCETAXEL,VN,903.58
20131214,DOCETAXEL,ER,554.45
20170727,DOCETAXEL,AS,736.57
20170406,DOCETAXEL,AR,781.61
20170817,DOCETAXEL,BT,390.05
20160811,DOCETAXEL,TL,84.95
20161120,DOCETAXEL,FK,874.89
20180123,DOCETAXEL,GG,359.09
20150726,DOCETAXEL,BZ,491.99
20190424,DOCETAXEL,AQ,229.05
20141002,DOCETAXEL,CS,69.15
20151214,DOCETAXEL,IM,561.93
20160727,DOCETAXEL,HK,113.25
20170430,DOCETAXEL,KR,904.98
20151209,DOCETAXEL,BT,627.67
20181001,DOCETAXEL,LK,530.17
20140625,DOCETAXEL,SV,85.34
20181108,DOCETAXEL,CY,237.56
20150316,DOCETAXEL,BJ,842.67
20171211,DOCETAXEL,RU,904.2
20170622,DOCETAXEL,VE,340.73
20160913,DOCETAXEL,RW,713.22
20140810,DOCETAXEL,MG,752.8
20141228,DOCETAXEL,LY,677.15
20191212,DOCETAXEL,SL,282.38
20170710,DOCETAXEL,EG,998.31
20141204,DOCETAXEL,NF,362.36
20190410,DOCETAXEL,NG,244.48
20181118,DOCETAXEL,DZ,900.23
20181221,DOCETAXEL,ZM,290.07
20160518,DOCETAXEL,AW,88.54
20140404,DOCETAXEL,CS,775.72
20190225,DOCETAXEL,MG,235.07
20180523,DOCETAXEL,NI,286.84
20130313,DOCETAXEL,LT,318.94
20140524,DOCETAXEL,NR,938.91
20150723,DOCETAXEL,GG,355.09
20141206,DOCETAXEL,MH,791.31
20161011,DOCETAXEL,KI,754.46
20170630,DOCETAXEL,TJ,456.58
20190316,DOCETAXEL,MX,746.87
20190319,DOCETAXEL,TF,214.79
20150331,DOCETAXEL,MG,375.24
20130212,DOCETAXEL,PN,472.98
20150525,DOCETAXEL,GI,823.2
20130311,DOCETAXEL,VE,834.31
20151128,DOCETAXEL,IN,253.89
20190303,DOCETAXEL,TG,236.99
20180619,DOCETAXEL,GQ,390.27
20191219,DOCETAXEL,FO,888.16
20170923,DOCETAXEL,VU,84.51
20140816,DOCETAXEL,GG,207.78
20161213,DOCETAXEL,VA,294.21
20161006,DOCETAXEL,DO,149.92
20141103,DOCETAXEL,TO,483.2
20190416,DOCETAXEL,MH,335.52
20130306,DOCETAXEL,LC,810.29
20171003,DOCETAXEL,GG,290.37
20180418,DOCETAXEL,MH,456.67
20180404,DOCETAXEL,RE,281.6
20140429,DOCETAXEL,GA,792.26
20130105,DOCETAXEL,AR,446.02
20150909,DOCETAXEL,SM,641.11
20130215,DOCETAXEL,GW,465.23
20190729,bareMinerals,PL,304.65
20180404,bareMinerals,TM,422.46
20141028,bareMinerals,GF,297.81
20180626,bareMinerals,GM,178.79
20131119,bareMinerals,BF,294.09
20160710,bareMinerals,MG,457.96
20160817,bareMinerals,CV,465.55
20141028,bareMinerals,MX,303.27
20191021,bareMinerals,MO,656.23
20181128,bareMinerals,HT,395.0
20170617,bareMinerals,PG,629.54
20131122,bareMinerals,TN,881.08
20170227,bareMinerals,BH,444.35
20140117,bareMinerals,BS,418.27
20150929,bareMinerals,MQ,956.63
20170218,bareMinerals,IM,175.92
20140513,bareMinerals,UZ,664.12
20170331,bareMinerals,YE,545.34
20170819,bareMinerals,SR,686.91
20150503,bareMinerals,BG,815.06
20181122,bareMinerals,HT,786.19
20190310,bareMinerals,PM,986.46
20181029,bareMinerals,MW,362.34
20140828,bareMinerals,BS,533.17
20131020,bareMinerals,PE,955.9
20180213,bareMinerals,SY,708.12
20130202,bareMinerals,VC,134.0
20190630,bareMinerals,KY,3.49
20180502,bareMinerals,HM,633.05
20180613,bareMinerals,LI,341.29
20181205,bareMinerals,MS,89.53
20171213,bareMinerals,DK,134.82
20140611,bareMinerals,CV,813.33
20190511,bareMinerals,GQ,907.12
20170831,bareMinerals,SC,176.15
20130415,bareMinerals,IO,356.98
20170402,bareMinerals,TN,779.52
20140611,bareMinerals,TM,389.58
20190115,bareMinerals,CK,582.05
20191025,bareMinerals,EH,584.1
20130124,bareMinerals,AE,987.91
20190603,bareMinerals,MM,391.33
20180305,bareMinerals,PA,118.42
20150312,bareMinerals,AN,736.07
20190923,bareMinerals,SO,423.78
20160826,bareMinerals,PN,894.14
20160310,bareMinerals,IR,440.62
20141002,bareMinerals,MG,902.67
20180312,bareMinerals,TN,991.87
20161218,bareMinerals,IO,680.36
20131203,bareMinerals,LC,886.39
20130829,bareMinerals,IE,539.88
20181219,bareMinerals,IN,642.48
20160703,bareMinerals,ES,104.33
20140620,bareMinerals,YE,387.08
20161014,bareMinerals,AG,443.82
20180106,bareMinerals,IE,627.32
20160917,bareMinerals,BE,132.07
20191002,bareMinerals,KI,818.2
20161118,bareMinerals,AW,279.09
20170415,bareMinerals,GP,864.68
20171230,bareMinerals,SO,629.88
20191106,bareMinerals,SM,708.81
20141203,bareMinerals,TZ,232.91
20161029,bareMinerals,GA,64.98
20130809,bareMinerals,PY,436.19
20140830,bareMinerals,MD,14.71
20130518,bareMinerals,KE,851.04
20160424,bareMinerals,BM,3.98
20150129,bareMinerals,CA,639.39
20140527,bareMinerals,CV,265.56
20130204,bareMinerals,LU,455.83
20191114,bareMinerals,HT,786.02
20180914,bareMinerals,LA,25.5
20161116,bareMinerals,BD,522.76
20140812,bareMinerals,RE,330.26
20180825,bareMinerals,LK,401.78
20180428,bareMinerals,RE,608.41
20170602,bareMinerals,MT,912.7
20130921,bareMinerals,JO,230.59
20170813,bareMinerals,CG,482.55
20140618,bareMinerals,LI,85.17
20191218,bareMinerals,CV,285.14
20190131,bareMinerals,GT,793.4
20181218,bareMinerals,BN,435.19
20190215,bareMinerals,CF,698.38
20190409,bareMinerals,BA,971.72
20180413,bareMinerals,AX,454.02
20130822,bareMinerals,ID,263.42
20180304,bareMinerals,GP,819.99
20170226,bareMinerals,AR,484.07
20170405,bareMinerals,MH,583.72
20180301,bareMinerals,LS,604.72
20161110,bareMinerals,SI,164.9
20170123,bareMinerals,TM,934.44
20140314,bareMinerals,TR,671.13
20140220,bareMinerals,SY,979.06
20160513,bareMinerals,NE,125.77
20180301,bareMinerals,JE,315.77
20130621,bareMinerals,CY,841.19
20130516,bareMinerals,KM,233.83
20130410,bareMinerals,IL,387.75
20151009,Fluconazole,BY,793.59
20150615,Fluconazole,CG,306.71
20151003,Fluconazole,MR,526.93
20160807,Fluconazole,PW,747.61
20160207,Fluconazole,CV,712.94
20161004,Fluconazole,VN,930.87
20150412,Fluconazole,MO,492.15
20180704,Fluconazole,GM,182.38
20190220,Fluconazole,TJ,374.8
20150523,Fluconazole,CN,730.38
20140122,Fluconazole,BI,679.09
20170802,Fluconazole,AZ,95.59
20160522,Fluconazole,BE,43.92
20160310,Fluconazole,SD,127.25
20140816,Fluconazole,TG,9.97
20161124,Fluconazole,MU,463.03
20141014,Fluconazole,GY,876.71
20141007,Fluconazole,GD,576.34
20151120,Fluconazole,PF,847.33
20151109,Fluconazole,IM,655.68
20171004,Fluconazole,RU,377.93
20140905,Fluconazole,AU,505.82
20151104,Fluconazole,WS,18.01
20170915,Fluconazole,VC,78.81
20170119,Fluconazole,BH,495.55
20150116,Fluconazole,LS,232.03
20181109,Fluconazole,IM,676.36
20130813,Fluconazole,ZW,83.33
20140105,Fluconazole,LK,440.35
20130621,Fluconazole,EH,936.36
20141213,Fluconazole,HM,700.09
20180727,Fluconazole,SD,553.24
20141031,Fluconazole,LB,612.98
20190516,Fluconazole,GB,462.13
20130807,Fluconazole,EH,280.81
20130731,Fluconazole,AI,800.92
20190328,Fluconazole,RW,549.71
20180118,Fluconazole,DM,568.23
20180806,Fluconazole,DE,636.74
20190103,Fluconazole,MV,876.1
20131013,Fluconazole,AG,228.47
20140103,Fluconazole,LT,106.92
20170504,Fluconazole,ZA,258.24
20170205,Fluconazole,GH,608.23
20140622,Fluconazole,PH,727.77
20170607,Fluconazole,KR,1.65
20160728,Fluconazole,IO,695.83
20141220,Fluconazole,IT,100.8
20131228,Fluconazole,LY,782.2
20150620,Fluconazole,IL,404.74
20170707,Fluconazole,LV,459.73
20130708,Fluconazole,MX,690.12
20191017,Fluconazole,GG,815.19
20161016,Fluconazole,BA,741.38
20160223,Fluconazole,CI,905.4
20141004,Fluconazole,KE,993.26
20191204,Fluconazole,NI,932.68
20140721,Fluconazole,NC,849.75
20180429,Fluconazole,HK,363.01
20140321,Fluconazole,FM,75.84
20150626,Fluconazole,TG,569.51
20170709,Fluconazole,SN,64.15
20130607,Fluconazole,GH,400.84
20130619,Fluconazole,BG,504.64
20181224,Fluconazole,SG,586.33
20160410,Fluconazole,PS,786.71
20171221,Fluconazole,NP,238.13
20151027,Fluconazole,PF,701.77
20160906,Fluconazole,NL,393.28
20131103,Fluconazole,LS,494.49
20150520,Fluconazole,RW,421.79
20160221,Fluconazole,AR,83.01
20151120,Fluconazole,UY,745.17
20160118,Fluconazole,BH,868.84
20170304,Fluconazole,GM,13.98
20190306,Fluconazole,AG,577.52
20140401,Fluconazole,NP,294.57
20170721,Fluconazole,BT,363.82
20181207,Fluconazole,WF,920.22
20150524,Fluconazole,EH,489.65
20130821,Fluconazole,LY,814.0
20160801,Fluconazole,PL,825.19
20160123,Fluconazole,HT,673.59
20190903,Fluconazole,AI,943.81
20180424,Fluconazole,DM,557.6
20181121,Fluconazole,BE,667.41
20181108,Fluconazole,LY,700.22
20181217,Fluconazole,BR,532.94
20141117,Fluconazole,GI,842.76
